city,country,lat,lng
Uttaradit,Thailand,17.6316,100.0972
Jataí,Brazil,-17.8796,-51.75
São João da Boa Vista,Brazil,-21.98,-46.79
Davis,United States,38.5552,-121.7365
Baldwin Park,United States,34.0829,-117.9721
Tucuruí,Brazil,-3.68,-49.72
Masvingo,Zimbabwe,-20.0596,30.82
Babahoyo,Ecuador,-1.7996,-79.54
Sakon Nakhon,Thailand,17.1679,104.1479
Birobidzhan,Russia,48.7974,132.9508
Tamanrasset,Algeria,22.785,5.5228
Buynaksk,Russia,42.8335,47.113
Galway,Ireland,53.2724,-9.0488
Nevşehir,Turkey,38.624,34.724
Kampong Chhnang,Cambodia,12.2505,104.6666
Evanston,United States,42.0463,-87.6942
Cachoeira do Sul,Brazil,-30.03,-52.91
Greenock,United Kingdom,55.9333,-4.75
Toledo,Spain,39.867,-4.0167
Centreville,United States,38.8391,-77.4388
Camden,United States,39.9362,-75.1073
Manokwari,Indonesia,-0.8711,134.0693
Shancheng,China,34.7904,116.08
Karlstad,Sweden,59.3671,13.4999
Prey Veng,Cambodia,11.484,105.324
Cozumel,Mexico,20.51,-86.95
Kiffa,Mauritania,16.62,-11.4
Farāh,Afghanistan,32.3917,62.0968
Pine Hills,United States,28.5818,-81.4693
Mpanda,Tanzania,-6.3596,31.05
Skien,Norway,59.2,9.6
Roanne,France,46.0333,4.0667
Călăraşi,Romania,44.2063,27.3259
Nek’emtē,Ethiopia,9.0905,36.53
San Juan,Dominican Republic,18.807,-71.229
Dabou,Côte D’Ivoire,5.3204,-4.3899
New Britain,United States,41.6758,-72.7862
Tamazunchale,Mexico,21.2704,-98.78
Georgiyevsk,Russia,44.1599,43.4699
Carlisle,United Kingdom,54.88,-2.93
Bacabal,Brazil,-4.23,-44.8
As Suwaydā’,Syria,32.7004,36.5666
Esbjerg,Denmark,55.467,8.45
Nizwá,Oman,22.9264,57.5314
Pawtucket,United States,41.8744,-71.3743
Lauderhill,United States,26.1605,-80.2242
Vratsa,Bulgaria,43.21,23.5625
Pôrto União,Brazil,-26.2396,-51.08
Goiana,Brazil,-7.5596,-35
Monastir,Tunisia,35.7307,10.7673
Çankırı,Turkey,40.607,33.621
Upington,South Africa,-28.46,21.23
Mardin,Turkey,37.3115,40.7427
Zadar,Croatia,44.1201,15.2623
Passaic,United States,40.8574,-74.1282
Ijuí,Brazil,-28.3895,-53.9199
Anlu,China,31.27,113.67
Salima,Malawi,-13.7829,34.4333
Mamou,Guinea,10.3804,-12.1
Comayagua,Honduras,14.4604,-87.65
Wilmington,United States,39.7415,-75.5413
Lynwood,United States,33.924,-118.2017
Muyinga,Burundi,-2.8523,30.3173
Altamira,Brazil,-3.1996,-52.21
Guaynabo,Puerto Rico,18.3839,-66.1134
Saraburi,Thailand,14.5304,100.88
Paracatu,Brazil,-17.1996,-46.87
Şirvan,Azerbaijan,39.9323,48.9203
Mindelo,Cabo Verde,16.8838,-25
Byumba,Rwanda,-1.5796,30.06
Sankt Gallen,Switzerland,47.423,9.362
Scarborough,United Kingdom,54.2804,-0.43
Tatabánya,Hungary,47.55,18.433
Kastamonu,Turkey,41.389,33.783
Union City,United States,40.7674,-74.0323
Iguatu,Brazil,-6.36,-39.3
Sunyani,Ghana,7.336,-2.336
Karakol,Kyrgyzstan,42.492,78.3818
Lisala,Congo (Kinshasa),2.14,21.51
Lobatse,Botswana,-25.2196,25.68
Trnava,Slovakia,48.3666,17.6
Totonicapán,Guatemala,14.914,-91.358
Ouezzane,Morocco,34.8103,-5.57
Ārba Minch’,Ethiopia,6.04,37.55
Rioverde,Mexico,21.93,-99.98
Tuy Hòa,Vietnam,13.082,109.316
Jabuticabal,Brazil,-21.25,-48.33
Kolda,Senegal,12.9104,-14.95
Arauca,Colombia,7.0907,-70.7616
Vaslui,Romania,46.6333,27.7333
Azogues,Ecuador,-2.74,-78.84
Giurgiu,Romania,43.93,25.84
Potenza,Italy,40.642,15.799
Ayr,United Kingdom,55.4504,-4.6167
Timbuktu,Mali,16.7666,-3.0166
Gaithersburg,United States,39.1346,-77.2132
Mount Vernon,United States,40.9136,-73.8291
Gävle,Sweden,60.667,17.1666
L’Aquila,Italy,42.3504,13.39
Matara,Sri Lanka,5.949,80.5428
Narathiwat,Thailand,6.4318,101.8214
Artemisa,Cuba,22.8134,-82.7619
Balsas,Brazil,-7.52,-46.05
Putrajaya,Malaysia,2.914,101.7019
Calbayog City,Philippines,12.0672,124.6042
Redondo Beach,United States,33.8574,-118.3766
Garissa,Kenya,-0.4396,39.67
Khanty-Mansiysk,Russia,61.0015,69.0015
Matehuala,Mexico,23.6604,-100.65
Juchitán de Zaragoza,Mexico,16.43,-95.02
South San Francisco,United States,37.6536,-122.4197
Santa Inês,Brazil,-3.66,-45.39
El Bayadh,Algeria,33.6904,1.01
Dimbokro,Côte D’Ivoire,6.6505,-4.71
Kasese,Uganda,0.2325,29.9883
Jelgava,Latvia,56.6527,23.7128
Lào Cai,Vietnam,22.5014,103.966
Bayonne,United States,40.6661,-74.1142
Puerto Maldonado,Peru,-12.6,-69.1833
Mbaïki,Central African Republic,3.8704,18
Jáltipan de Morelos,Mexico,17.94,-94.74
Nālūt,Libya,31.8804,10.97
Laḩij,Yemen,13.0582,44.8838
Burdur,Turkey,37.7167,30.2833
Alba Iulia,Romania,46.077,23.58
Tamarac,United States,26.2057,-80.2549
Schenectady,United States,42.8025,-73.9276
Panaji,India,15.492,73.818
Santo Ângelo,Brazil,-28.3,-54.28
East Orange,United States,40.7651,-74.2117
Masaka,Uganda,-0.3296,31.73
Debre Birhan,Ethiopia,9.6804,39.53
Békéscsaba,Hungary,46.672,21.101
Cobán,Guatemala,15.47,-90.38
Solwezi,Zambia,-12.1796,26.4
Şəki,Azerbaijan,41.1923,47.1705
Gurupi,Brazil,-11.7196,-49.06
Faīẕābād,Afghanistan,37.1298,70.5792
Mazatenango,Guatemala,14.5304,-91.51
Parintins,Brazil,-2.61,-56.74
Nepālgañj,Nepal,28.0503,81.6167
Tāluqān,Afghanistan,36.73,69.54
Arras,France,50.2833,2.7833
Ciudad Hidalgo,Mexico,19.68,-100.57
Zrenjanin,Serbia,45.3786,20.3995
Skokie,United States,42.036,-87.74
Curvelo,Brazil,-18.7596,-44.43
Kangar,Malaysia,6.433,100.19
Ramla,Israel,31.9167,34.8667
Florence-Graham,United States,33.9682,-118.2447
Kristiansand,Norway,58.1666,8
Caçador,Brazil,-26.77,-51.02
Kanchanaburi,Thailand,14.0174,99.522
Irecê,Brazil,-11.3,-41.87
Catalão,Brazil,-18.18,-47.95
Pico Rivera,United States,33.9902,-118.0888
Samut Sakhon,Thailand,13.536,100.274
North Bergen,United States,40.7938,-74.0241
Kakamega,Kenya,0.2904,34.73
Cahul,Moldova,45.9079,28.1944
Molepolole,Botswana,-24.4,25.51
Zalău,Romania,47.175,23.063
Valença,Brazil,-13.3596,-39.08
Vilhena,Brazil,-12.7166,-60.1166
Montebello,United States,34.0155,-118.1108
Brentwood,United States,40.7839,-73.2522
Bossangoa,Central African Republic,6.4837,17.45
Belize City,Belize,17.4987,-88.1884
Itapeva,Brazil,-23.9796,-48.88
Beledweyne,Somalia,4.74,45.2
Graaff-Reinet,South Africa,-32.3,24.54
Bitlis,Turkey,38.394,42.123
Guamúchil,Mexico,25.4704,-108.09
Tataouine,Tunisia,33,10.4667
Surin,Thailand,14.8868,103.4915
La Habra,United States,33.9278,-117.9513
Singida,Tanzania,-4.8196,34.74
Assen,Netherlands,53,6.55
North Miami,United States,25.9007,-80.1686
Bambari,Central African Republic,5.762,20.6672
Tupã,Brazil,-21.93,-50.52
Veszprém,Hungary,47.091,17.911
Madang,Papua New Guinea,-5.2248,145.7853
Zalaegerszeg,Hungary,46.844,16.84
Bāmyān,Afghanistan,34.8211,67.521
Berbérati,Central African Republic,4.25,15.78
Chinhoyi,Zimbabwe,-17.3596,30.18
Medenine,Tunisia,33.4,10.4167
Troyes,France,48.3404,4.0834
Cayenne,French Guiana,4.933,-52.33
Ponta Delgada,Portugal,37.7483,-25.6666
Jianguang,China,28.2004,115.77
National City,United States,32.6654,-117.0983
Malden,United States,42.4305,-71.0576
Portimão,Portugal,37.1337,-8.5333
Gaalkacyo,Somalia,6.77,47.43
Monterey Park,United States,34.0497,-118.1326
Yopal,Colombia,5.347,-72.406
Coconut Creek,United States,26.2802,-80.1842
Cherbourg,France,49.6504,-1.65
Canela,Brazil,-29.36,-50.81
Nelson,New Zealand,-41.2926,173.2474
Cupertino,United States,37.3168,-122.0465
Sfântu-Gheorghe,Romania,45.868,25.793
Lokoja,Nigeria,7.8004,6.7399
Piraçununga,Brazil,-21.99,-47.43
Banfora,Burkina Faso,10.6304,-4.76
Gardena,United States,33.8944,-118.3073
Mbanza Congo,Angola,-6.2696,14.24
Lənkəran,Azerbaijan,38.754,48.8511
Pirapora,Brazil,-17.33,-44.93
Caratinga,Brazil,-19.79,-42.14
La Mesa,United States,32.7703,-117.0204
Uíge,Angola,-7.62,15.05
South Whittier,United States,33.9336,-118.0311
Taylorsville,United States,40.6569,-111.9493
West Allis,United States,43.0068,-88.0296
Gorno-Altaysk,Russia,51.9613,85.9577
Nkhotakota,Malawi,-12.9163,34.3
Kendale Lakes,United States,25.7081,-80.4078
Itapetinga,Brazil,-15.25,-40.25
São Borja,Brazil,-28.6596,-56.01
Växjö,Sweden,56.8837,14.8167
Leticia,Colombia,-4.22,-69.94
Béja,Tunisia,36.7304,9.19
Drummondville,Canada,45.8833,-72.4834
Bến Tre,Vietnam,10.235,106.375
Caràzinho,Brazil,-28.29,-52.8
Santa Rosa,Brazil,-27.8695,-54.46
Lappeenranta,Finland,61.0671,28.1833
Fountainebleau,United States,25.7723,-80.3458
Brookline,United States,42.3243,-71.1408
Azua,Dominican Republic,18.454,-70.729
Viedma,Argentina,-40.8,-63
Concepción,Paraguay,-23.4064,-57.4344
Manacapuru,Brazil,-3.2896,-60.62
Mount Hagen,Papua New Guinea,-5.8632,144.2168
White Plains,United States,41.022,-73.7549
Kabinda,Congo (Kinshasa),-6.1296,24.48
The Hammocks,United States,25.67,-80.4483
Telêmaco Borba,Brazil,-24.33,-50.62
Guanambi,Brazil,-14.2296,-42.79
Huntington Park,United States,33.98,-118.2167
Arcadia,United States,34.1342,-118.0373
Kamphaeng Phet,Thailand,16.473,99.529
Embu,Kenya,-0.5196,37.45
Union,United States,40.6953,-74.2697
Margate,United States,26.2466,-80.2119
Chaiyaphum,Thailand,15.804,102.0386
Bondoukou,Côte D’Ivoire,8.0304,-2.8
Jefferson City,United States,38.5676,-92.1759
Korçë,Albania,40.6167,20.7667
San Andrés,Colombia,12.5621,-81.6903
Tamiami,United States,25.7556,-80.4016
Agen,France,44.2004,0.6333
Kırklareli,Turkey,41.743,27.226
Rundu,Namibia,-17.92,19.7499
Ariquemes,Brazil,-9.9396,-63.08
Hải Dương,Vietnam,20.942,106.331
Ushuaia,Argentina,-54.79,-68.31
Middletown,United States,41.4458,-74.4228
Napier,New Zealand,-39.49,176.9265
Medford,United States,42.4234,-71.1087
Suileng,China,47.246,127.106
Lop Buri,Thailand,14.804,100.6186
Linares,Mexico,24.8604,-99.57
Timbaúba,Brazil,-7.4996,-35.32
Carson City,United States,39.1511,-119.7474
Picos,Brazil,-7.08,-41.44
Arcoverde,Brazil,-8.42,-37.07
Bragança,Brazil,-1.05,-46.77
Al Mafraq,Jordan,32.2833,36.2333
Puntarenas,Costa Rica,9.9702,-84.8336
New Brunswick,United States,40.487,-74.445
Mafeteng,Lesotho,-29.8166,27.25
Vaasa,Finland,63.1,21.6
Ródos,Greece,36.4412,28.2225
Adrar,Algeria,27.87,-0.29
Kitgum,Uganda,3.3004,32.87
Serrinha,Brazil,-11.6496,-39.01
Jijiga,Ethiopia,9.3504,42.79
Vacaria,Brazil,-28.4996,-50.94
Eger,Hungary,47.895,20.383
Puerto Barrios,Guatemala,15.7175,-88.5927
Tikrīt,Iraq,34.597,43.677
Janaúba,Brazil,-15.7996,-43.31
Kaga Bandoro,Central African Republic,6.9804,19.18
Magong,Taiwan,23.5667,119.5833
Formiga,Brazil,-20.46,-45.43
Pul-e Khumrī,Afghanistan,35.9511,68.7011
Zouerate,Mauritania,22.7304,-12.4833
Fountain Valley,United States,33.7105,-117.9514
Oak Lawn,United States,41.7139,-87.7528
Bungoma,Kenya,0.5704,34.56
Lautoka,Fiji,-17.6161,177.4666
Hempstead,United States,40.7043,-73.6193
Itapipoca,Brazil,-3.4995,-39.58
Ełk,Poland,53.8337,22.35
Halmstad,Sweden,56.6718,12.8556
Estância,Brazil,-11.2696,-37.45
Évora,Portugal,38.56,-7.906
Berwyn,United States,41.8433,-87.7909
Melo,Uruguay,-32.3595,-54.18
Maldonado,Uruguay,-34.91,-54.96
Ithaca,United States,42.4442,-76.5032
São Gabriel,Brazil,-30.32,-54.32
Nakhon Phanom,Thailand,17.3945,104.7695
São José de Ribamar,Brazil,-2.55,-44.07
Aloha,United States,45.492,-122.8726
Hoboken,United States,40.7451,-74.0279
Abancay,Peru,-13.6396,-72.89
Kalasin,Thailand,16.428,103.509
Murzuq,Libya,25.9044,13.8972
Karlovac,Croatia,45.4872,15.5478
Caicó,Brazil,-6.4596,-37.1
Paramount,United States,33.8977,-118.1652
Tarbes,France,43.2333,0.0833
Nuevo Casas Grandes,Mexico,30.4185,-107.9119
Juigalpa,Nicaragua,12.11,-85.38
Irvington,United States,40.7243,-74.2317
Rosemead,United States,34.0688,-118.0823
Moquegua,Peru,-17.19,-70.94
Ajaccio,France,41.9271,8.7283
Tacuarembó,Uruguay,-31.71,-55.98
West New York,United States,40.7856,-74.0093
Aveiro,Portugal,40.641,-8.651
Chornomors’k,Ukraine,46.3,30.6666
Revere,United States,42.4191,-71.0035
Jihlava,Czechia,49.4004,15.5833
Bắc Giang,Vietnam,21.267,106.2
Yevlax,Azerbaijan,40.6172,47.15
San Pedro,Mexico,25.7592,-102.9827
Chārīkār,Afghanistan,35.0183,69.1679
Suphan Buri,Thailand,14.471,100.129
Joensuu,Finland,62.6,29.7666
Coari,Brazil,-4.08,-63.13
Registro,Brazil,-24.49,-47.84
Saint-Brieuc,France,48.5167,-2.7833
Taxco de Alarcón,Mexico,18.5704,-99.62
Camaquã,Brazil,-30.8396,-51.81
Veliko Tarnovo,Bulgaria,43.0862,25.6555
Arrecife,Spain,28.969,-13.5378
Crateús,Brazil,-5.1656,-40.666
Perth Amboy,United States,40.5203,-74.2724
Slobozia,Romania,44.57,27.382
Mongu,Zambia,-15.2796,23.12
Puerto Ayacucho,Venezuela,5.6639,-67.6236
Pursat,Cambodia,12.5337,103.9167
Tromsø,Norway,69.6351,18.992
Mérida,Spain,38.912,-6.338
Andradina,Brazil,-20.9096,-51.3799
Barra do Garças,Brazil,-15.8796,-52.26
Aspen Hill,United States,39.0928,-77.0822
Fredericton,Canada,45.95,-66.6333
Naryn,Kyrgyzstan,41.4263,75.9911
Oak Park,United States,41.8872,-87.7899
Whangarei,New Zealand,-35.7256,174.323
Placentia,United States,33.8807,-117.8553
Batatais,Brazil,-20.89,-47.59
Chilliwack,Canada,49.1666,-121.95
Usulután,El Salvador,13.346,-88.432
Levittown,United States,40.7241,-73.5125
Aliso Viejo,United States,33.5792,-117.7289
Maha Sarakham,Thailand,16.184,103.298
Tucupita,Venezuela,9.0605,-62.06
Itacoatiara,Brazil,-3.14,-58.44
Jendouba,Tunisia,36.5,8.75
Plainfield,United States,40.6154,-74.4157
Vejle,Denmark,55.709,9.535
Séguéla,Côte D’Ivoire,7.9504,-6.67
Nyeri,Kenya,-0.417,36.951
Jinotega,Nicaragua,13.091,-86
Kyustendil,Bulgaria,42.2843,22.6911
Cerritos,United States,33.8677,-118.0686
Campobasso,Italy,41.563,14.656
Jutiapa,Guatemala,14.29,-89.9
Phetchabun,Thailand,16.419,101.159
Gbadolite,Congo (Kinshasa),4.2904,21.0199
Araguaína,Brazil,-7.19,-48.21
Trujillo,Venezuela,9.3804,-70.44
Ma‘ān,Jordan,30.192,35.736
Sisophon,Cambodia,13.5838,102.9833
Lakewood,United States,41.4824,-81.8008
Helena,United States,46.5965,-112.0199
Kampot,Cambodia,10.6171,104.1833
Wheaton,United States,39.0492,-77.0572
North Bethesda,United States,39.0393,-77.1191
Hpa-An,Burma,16.85,97.6167
Al Khārijah,Egypt,25.44,30.55
Chake Chake,Tanzania,-5.2395,39.77
Maun,Botswana,-19.9896,23.42
Kanash,Russia,55.5091,47.4687
Odienné,Côte D’Ivoire,9.5104,-7.58
Zaranj,Afghanistan,31.112,61.887
Dosso,Niger,13.05,3.2
Chachoengsao,Thailand,13.679,101.076
Vryburg,South Africa,-26.96,24.73
Morshansk,Russia,53.4547,41.8044
Alexandria,Romania,43.9016,25.2867
Quixadá,Brazil,-4.97,-39.02
Waterford,Ireland,52.2583,-7.1119
Florin,United States,38.4832,-121.4042
Country Club,United States,25.9407,-80.3102
Invercargill,New Zealand,-46.4094,168.365
Shawinigan,Canada,46.5504,-72.7333
La Mirada,United States,33.9025,-118.0093
Cypress,United States,33.8171,-118.0386
Larnaca,Cyprus,34.917,33.636
Barra do Corda,Brazil,-5.5096,-45.26
Bloomfield,United States,40.8098,-74.1868
Cornwall,Canada,45.0171,-74.7333
Ceres,United States,37.5953,-120.9625
Luleå,Sweden,65.5966,22.1584
Songkhla,Thailand,7.21,100.56
Floriano,Brazil,-6.7696,-43.03
Serowe,Botswana,-22.39,26.71
Vigan,Philippines,17.5747,120.3869
Valladolid,Mexico,20.6704,-88.2
Senhor do Bonfim,Brazil,-10.4496,-40.19
Covina,United States,34.0903,-117.8817
Cojutepeque,El Salvador,13.7167,-88.9333
Asadābād,Afghanistan,34.866,71.15
Rio Verde,Brazil,-17.8196,-50.93
Mao,Dominican Republic,19.552,-71.075
Ponte Nova,Brazil,-20.4096,-42.9
Muğla,Turkey,37.2164,28.3639
Kibuye,Rwanda,-2.05,29.35
El Kef,Tunisia,36.1826,8.7148
Guaxupé,Brazil,-21.29,-46.71
Goianésia,Brazil,-15.3096,-49.13
Ciudad de Huajuapam de León,Mexico,17.8104,-97.79
Ratnapura,Sri Lanka,6.693,80.386
Capanema,Brazil,-1.19,-47.18
Moyobamba,Peru,-6.0496,-76.9667
Antelope,United States,38.7153,-121.361
Leribe,Lesotho,-28.878,28.056
Autlán de Navarro,Mexico,19.77,-104.37
Itamaraju,Brazil,-17.0396,-39.5299
Mtsensk,Russia,53.2647,36.5472
Badulla,Sri Lanka,6.9837,81.0499
Campo Belo,Brazil,-20.8896,-45.28
Āksum,Ethiopia,14.1304,38.72
Montana,Bulgaria,43.414,23.237
North Highlands,United States,38.6713,-121.3721
Itaberaba,Brazil,-12.5196,-40.3
Buri Ram,Thailand,15.0004,103.1166
Hämeenlinna,Finland,60.997,24.472
Lamía,Greece,38.899,22.434
Meru,Kenya,0.06,37.64
Rosso,Mauritania,16.524,-15.8127
Breves,Brazil,-1.68,-50.49
Progreso,Mexico,21.2833,-89.6666
Mandeville,Jamaica,18.033,-77.5
Busia,Uganda,0.4544,34.0758
Nacaome,Honduras,13.53,-87.49
Boosaaso,Somalia,11.28,49.18
New Amsterdam,Guyana,6.25,-57.53
Berat,Albania,40.71,19.972
Kanye,Botswana,-24.9696,25.34
Choma,Zambia,-16.8095,26.97
Leopoldina,Brazil,-21.53,-42.64
Njombe,Tanzania,-9.3296,34.77
Kokkola,Finland,63.8333,23.1167
Aweil,South Sudan,8.7666,27.4
Mikkeli,Finland,61.69,27.285
Middelburg,Netherlands,51.502,3.61
Everett,United States,42.4064,-71.0545
Hollister,United States,36.8563,-121.3981
Östersund,Sweden,63.1833,14.65
Mahdia,Tunisia,35.4839,11.0409
Santiago,Panama,8.1004,-80.9833
Trujillo Alto,Puerto Rico,18.3601,-66.0103
Nevers,France,46.9837,3.1667
Gbarnga,Liberia,7.0104,-9.49
Jalapa,Guatemala,14.633,-89.989
Coyhaique,Chile,-45.57,-72.07
Wajir,Kenya,1.7504,40.05
Buta,Congo (Kinshasa),2.82,24.74
Puttalam,Sri Lanka,8.033,79.826
Komotiní,Greece,41.1333,25.4167
Liberia,Costa Rica,10.6338,-85.4333
Sololá,Guatemala,14.773,-91.183
Dédougou,Burkina Faso,12.455,-3.464
Hackensack,United States,40.889,-74.0461
Altadena,United States,34.1928,-118.1345
Cametá,Brazil,-2.2396,-49.51
Inverness,United Kingdom,57.4671,-4.2333
Leiria,Portugal,39.739,-8.805
Oakland Park,United States,26.178,-80.1528
Iganga,Uganda,0.6092,33.4686
Arlington,United States,42.4187,-71.1639
University,United States,28.0771,-82.4335
Itanagar,India,27.1004,93.6166
Piripiri,Brazil,-4.2696,-41.79
Si Sa Ket,Thailand,15.1203,104.3298
Linden,Guyana,5.99,-58.27
Kabale,Uganda,-1.2496,29.98
Cleveland Heights,United States,41.5112,-81.5636
Trollhättan,Sweden,58.2671,12.3
Annandale,United States,38.8324,-77.196
Camocim,Brazil,-2.9,-40.85
Cobija,Bolivia,-11.0333,-68.7333
Umm al Qaywayn,United Arab Emirates,25.5653,55.5533
Huancavelica,Peru,-12.79,-74.99
Bluefields,Nicaragua,12,-83.7649
Aracati,Brazil,-4.56,-37.77
Atar,Mauritania,20.5166,-13.05
North Lauderdale,United States,26.2113,-80.2209
Pärnu,Estonia,58.3747,24.5136
North Miami Beach,United States,25.9302,-80.166
Chitré,Panama,7.97,-80.42
Inhumas,Brazil,-16.36,-49.5
Belleville,Canada,44.1667,-77.3833
Whitney,United States,36.1005,-115.038
Hāgere Hiywet,Ethiopia,8.9804,37.85
Phatthalung,Thailand,7.615,100.081
Freeport,United States,40.6515,-73.585
Araranguá,Brazil,-28.94,-49.5
Oyem,Gabon,1.6166,11.5833
Salem,United States,42.5129,-70.902
San Bruno,United States,37.6254,-122.4313
West Babylon,United States,40.7112,-73.3567
Vichy,France,46.1171,3.4167
Bilwi,Nicaragua,14.0333,-83.3834
Franceville,Gabon,-1.6333,13.5833
Concord,United States,43.2305,-71.5595
Ventspils,Latvia,57.3899,21.5606
Rohnert Park,United States,38.348,-122.6964
Santo Domingo Tehuantepec,Mexico,16.33,-95.23
Bell Gardens,United States,33.9663,-118.155
Canindé,Brazil,-4.35,-39.31
Fort Portal,Uganda,0.671,30.275
Montemorelos,Mexico,25.19,-99.84
Cabo San Lucas,Mexico,22.8928,-109.9045
Dieppe,France,49.9337,1.0833
Charlottetown,Canada,46.2493,-63.1313
Hicksville,United States,40.7637,-73.5245
Mercedes,Uruguay,-33.2595,-58.03
Mansa,Zambia,-11.2,28.89
Lovech,Bulgaria,43.138,24.719
Salgueiro,Brazil,-8.0596,-39.13
Sidi Bouzid,Tunisia,35.0167,9.5
Penedo,Brazil,-10.2696,-36.58
Castro,Brazil,-24.79,-50.01
Miercurea-Ciuc,Romania,46.361,25.524
Tizimín,Mexico,21.1304,-88.15
Brumado,Brazil,-14.21,-41.67
Lindi,Tanzania,-10,39.7
Artigas,Uruguay,-30.416,-56.486
Woonsocket,United States,42.001,-71.4993
Waipahu,United States,21.3858,-158.0103
Campbell,United States,37.2801,-121.9538
Chiquimula,Guatemala,14.797,-89.544
Victoriaville,Canada,46.0504,-71.9667
Jaguaquara,Brazil,-13.53,-39.97
Grande Prairie,Canada,55.1666,-118.8
Lusambo,Congo (Kinshasa),-4.9696,23.43
Faro,Portugal,37.0171,-7.9333
Saurimo,Angola,-9.6596,20.39
Garça,Brazil,-22.22,-49.66
Minas,Uruguay,-34.37,-55.23
Villarrica,Paraguay,-25.75,-56.4333
Mityana,Uganda,0.4004,32.05
Cao Bằng,Vietnam,22.664,106.268
Palmeira dos Índios,Brazil,-9.4166,-36.6166
Bastia,France,42.7032,9.45
Teaneck,United States,40.89,-74.0107
Frutal,Brazil,-20.03,-48.94
Wilkes-Barre,United States,41.2468,-75.8759
Chapadinha,Brazil,-3.7395,-43.36
Greenacres,United States,26.6272,-80.1372
Bom Jesus da Lapa,Brazil,-13.2495,-43.44
San Gabriel,United States,34.0948,-118.099
Yambio,South Sudan,4.5705,28.4163
La Puente,United States,34.0323,-117.9533
Bilecik,Turkey,40.15,29.983
Chelsea,United States,42.3959,-71.0325
Bozoum,Central African Republic,6.317,16.3833
Inongo,Congo (Kinshasa),-1.94,18.28
Ali Sabieh,Djibouti,11.1562,42.7125
Kaya,Burkina Faso,13.0904,-1.09
Salamá,Guatemala,15.103,-90.314
Kendall West,United States,25.7065,-80.4388
Ciudad Constitución,Mexico,25.04,-111.66
Hallandale Beach,United States,25.9854,-80.1423
Daman,India,20.417,72.85
Laguna,Brazil,-28.48,-48.78
Mochudi,Botswana,-24.377,26.152
Goroka,Papua New Guinea,-6.0833,145.3855
Perth,United Kingdom,56.4003,-3.47
Salgótarján,Hungary,48.105,19.826
Zacatecoluca,El Salvador,13.508,-88.868
Tozeur,Tunisia,33.9304,8.13
Russas,Brazil,-4.94,-37.98
Marumsco,United States,38.6373,-77.262
Antigua Guatemala,Guatemala,14.5667,-90.7333
Roi Et,Thailand,16.051,103.655
Annapolis,United States,38.9706,-76.5047
Keizer,United States,45.0029,-123.0241
South Miami Heights,United States,25.5886,-80.3862
Culver City,United States,34.0058,-118.3968
Montclair,United States,34.0714,-117.6981
Upper Hutt,New Zealand,-41.1355,175.029
Xam Nua,Laos,20.4167,104.0333
Mineiros,Brazil,-17.5695,-52.56
Northglenn,United States,39.9107,-104.9783
Pinheiro,Brazil,-2.5196,-45.09
Dún Dealgan,Ireland,54.0004,-6.4167
Joaçaba,Brazil,-27.17,-51.5
Caloundra,Australia,-26.8,153.1333
Frankfort,United States,38.1924,-84.8643
Montclair,United States,40.8254,-74.211
Mission Bend,United States,29.6948,-95.6657
Phrae,Thailand,18.1533,100.1629
Stanton,United States,33.8002,-117.9935
Kérkyra,Greece,39.6154,19.9147
Ruyigi,Burundi,-3.481,30.244
Hà Giang,Vietnam,22.8337,104.9833
Rēzekne,Latvia,56.5,27.3166
Chur,Switzerland,46.85,9.5
Razgrad,Bulgaria,43.534,26.536
Aventura,United States,25.9565,-80.1372
Tenkodogo,Burkina Faso,11.7804,-0.3697
Lake Worth,United States,26.6195,-80.0591
Flores,Guatemala,16.9337,-89.8833
Salekhard,Russia,66.535,66.61
Hanover Park,United States,41.9818,-88.1447
Remanso,Brazil,-9.5996,-42.11
Valley Stream,United States,40.6647,-73.7044
Fort Lee,United States,40.8509,-73.9712
Nanuque,Brazil,-17.84,-40.35
Al Bayḑā’,Yemen,13.979,45.574
Camargo,Mexico,27.6904,-105.1701
Penticton,Canada,49.5004,-119.5833
Park Ridge,United States,42.0125,-87.8436
Juticalpa,Honduras,14.6704,-86.23
Kasulu,Tanzania,-4.5796,30.1
Diamantina,Brazil,-18.24,-43.61
San Vicente,El Salvador,13.641,-88.785
‘Ataq,Yemen,14.55,46.8
East Meadow,United States,40.7197,-73.5604
Kearns,United States,40.652,-112.0093
Šibenik,Croatia,43.7272,15.9058
West Hollywood,United States,34.0883,-118.3719
Rayong,Thailand,12.6718,101.2815
Dubrovnik,Croatia,42.6609,18.0914
Egypt Lake-Leto,United States,28.0177,-82.5062
Richmond West,United States,25.6105,-80.4297
Rosário do Sul,Brazil,-30.25,-54.92
Retalhuleu,Guatemala,14.5371,-91.677
Lincoln Park,United States,42.2432,-83.1811
Nueva Rosita,Mexico,27.95,-101.22
Elmont,United States,40.7033,-73.7078
Drogheda,Ireland,53.7193,-6.3478
Cristalina,Brazil,-16.77,-47.61
San José,Uruguay,-34.35,-56.71
Falun,Sweden,60.613,15.647
Tuyên Quang,Vietnam,21.818,105.211
Dover,United Kingdom,51.1337,1.3
Belleville,United States,40.795,-74.1616
Temple City,United States,34.1022,-118.0579
La Presa,United States,32.711,-117.0027
São Francisco do Sul,Brazil,-26.2396,-48.6
Richfield,United States,44.8762,-93.2833
